Gene ID;source_id;Product Description;Chromosome;Genomic Location (Gene);Gene Name or Symbol;gene_source_id
PF3D7_0106800;PF3D7_0106800.1;ras-related protein Rab-5C;1;Pf3D7_01_v3:286,951..288,918(+);RAB5c;PF3D7_0106800
PF3D7_0106900;PF3D7_0106900.1;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative;1;Pf3D7_01_v3:290,386..292,590(+);IspD;PF3D7_0106900
PF3D7_0107500;PF3D7_0107500.1;Niemann-Pick type C1-related protein;1;Pf3D7_01_v3:304,362..309,257(-);NCR1;PF3D7_0107500
PF3D7_0110200;PF3D7_0110200.1;FAD-linked sulfhydryl oxidase ERV1, putative;1;Pf3D7_01_v3:392,604..393,035(+);ERV1;PF3D7_0110200
PF3D7_0110600;PF3D7_0110600.1;phosphatidylinositol-4-phosphate 5-kinase;1;Pf3D7_01_v3:405,739..412,169(+);PIP5K;PF3D7_0110600
PF3D7_0110800;PF3D7_0110800.1;transcription initiation factor TFIIB, putative;1;Pf3D7_01_v3:417,921..419,607(+);null;PF3D7_0110800
PF3D7_0112000;PF3D7_0112000.1;TatD-like deoxyribonuclease;1;Pf3D7_01_v3:450,831..453,118(-);TatD;PF3D7_0112000
PF3D7_0203100;PF3D7_0203100.1;protein kinase, putative;2;Pf3D7_02_v3:149,524..156,981(-);null;PF3D7_0203100
PF3D7_0203900;PF3D7_0203900.1;5'-3' exonuclease, N-terminal resolvase-like domain, putative;2;Pf3D7_02_v3:176,567..178,300(+);null;PF3D7_0203900
PF3D7_0204500;PF3D7_0204500.1;aspartate transaminase;2;Pf3D7_02_v3:198,353..199,570(-);AspAT;PF3D7_0204500
PF3D7_0204600;PF3D7_0204600.1;5'-3' exonuclease, putative;2;Pf3D7_02_v3:200,482..204,048(-);null;PF3D7_0204600
PF3D7_0204700;PF3D7_0204700.1;hexose transporter;2;Pf3D7_02_v3:205,889..207,403(-);HT;PF3D7_0204700
PF3D7_0204800;PF3D7_0204800.1;3'-5' exonuclease, putative;2;Pf3D7_02_v3:209,583..210,833(-);null;PF3D7_0204800
PF3D7_0204900;PF3D7_0204900.1;2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial, putative;2;Pf3D7_02_v3:211,348..212,627(+);COQ5;PF3D7_0204900
PF3D7_0205700;PF3D7_0205700.1;RNA-binding protein, putative;2;Pf3D7_02_v3:231,141..232,529(+);null;PF3D7_0205700
PF3D7_0206000;PF3D7_0206000.1;DNA repair protein RAD2, putative;2;Pf3D7_02_v3:239,246..243,796(-);RAD2;PF3D7_0206000
PF3D7_0206600;PF3D7_0206600.1;DNA-directed RNA polymerase III subunit RPC10, putative;2;Pf3D7_02_v3:270,078..270,619(-);null;PF3D7_0206600
PF3D7_0206700;PF3D7_0206700.1;adenylosuccinate lyase;2;Pf3D7_02_v3:271,594..273,009(+);ADSL;PF3D7_0206700
PF3D7_0207400;PF3D7_0207400.1;serine repeat antigen 7;2;Pf3D7_02_v3:294,273..297,616(-);SERA7;PF3D7_0207400
PF3D7_0207500;PF3D7_0207500.1;serine repeat antigen 6;2;Pf3D7_02_v3:298,897..302,564(-);SERA6;PF3D7_0207500
PF3D7_0207700;PF3D7_0207700.1;serine repeat antigen 4;2;Pf3D7_02_v3:308,847..312,155(-);SERA4;PF3D7_0207700
PF3D7_0207800;PF3D7_0207800.1;serine repeat antigen 3;2;Pf3D7_02_v3:313,449..316,741(-);SERA3;PF3D7_0207800
PF3D7_0207900;PF3D7_0207900.1;serine repeat antigen 2;2;Pf3D7_02_v3:317,596..321,310(-);SERA2;PF3D7_0207900
PF3D7_0208000;PF3D7_0208000.1;serine repeat antigen 1;2;Pf3D7_02_v3:322,338..325,723(-);SERA1;PF3D7_0208000
PF3D7_0208500;PF3D7_0208500.1;acyl carrier protein;2;Pf3D7_02_v3:352,836..353,628(+);ACP;PF3D7_0208500
PF3D7_0209200;PF3D7_0209200.1;exosome complex component MTR3, putative;2;Pf3D7_02_v3:384,865..386,580(-);MTR3;PF3D7_0209200
PF3D7_0211200;PF3D7_0211200.1;ras-related protein Rab-5A;2;Pf3D7_02_v3:455,579..456,286(-);RAB5a;PF3D7_0211200
PF3D7_0211400;PF3D7_0211400.1;beta-ketoacyl-ACP synthase III;2;Pf3D7_02_v3:459,072..461,518(-);KASIII;PF3D7_0211400
PF3D7_0211800;PF3D7_0211800.1;asparagine--tRNA ligase;2;Pf3D7_02_v3:475,242..477,074(+);AsnRS;PF3D7_0211800
PF3D7_0212600;PF3D7_0212600.1;secreted protein with altered thrombospondin repeat domain;2;Pf3D7_02_v3:522,931..523,999(+);SPATR;PF3D7_0212600
PF3D7_0212800;PF3D7_0212800.1;multidrug efflux pump, putative;2;Pf3D7_02_v3:528,249..531,923(+);MATE;PF3D7_0212800
PF3D7_0212900;PF3D7_0212900.1;arginyl-tRNA--protein transferase;2;Pf3D7_02_v3:533,253..534,350(+);ATEL1;PF3D7_0212900
PF3D7_0214200;PF3D7_0214200.1;ribosomal protein L13, mitochondrial;2;Pf3D7_02_v3:575,155..576,054(-);mRPL13;PF3D7_0214200
PF3D7_0215000;PF3D7_0215000.1;acyl-CoA synthetase;2;Pf3D7_02_v3:616,772..619,429(-);ACS9;PF3D7_0215000
PF3D7_0215300;PF3D7_0215300.1;acyl-CoA synthetase;2;Pf3D7_02_v3:628,642..631,308(-);ACS8;PF3D7_0215300
PF3D7_0215700;PF3D7_0215700.1;DNA-directed RNA polymerase II subunit RPB2, putative;2;Pf3D7_02_v3:645,929..650,085(+);RPB2;PF3D7_0215700
PF3D7_0215900;PF3D7_0215900.1;palmitoyltransferase DHHC11, putative;2;Pf3D7_02_v3:654,918..656,840(-);DHHC11;PF3D7_0215900
PF3D7_0216000;PF3D7_0216000.1;DEAD/DEAH box helicase, putative;2;Pf3D7_02_v3:658,636..664,629(+);null;PF3D7_0216000
PF3D7_0216400;PF3D7_0216400.1;vacuolar protein sorting-associated protein 45;2;Pf3D7_02_v3:675,431..677,599(+);VPS45;PF3D7_0216400
PF3D7_0217100;PF3D7_0217100.1;ATP synthase subunit alpha, mitochondrial;2;Pf3D7_02_v3:707,738..709,393(+);null;PF3D7_0217100
PF3D7_0219500;PF3D7_0219500.1;pseudouridine synthase, putative;2;Pf3D7_02_v3:776,828..778,065(-);null;PF3D7_0219500
PF3D7_0303000;PF3D7_0303000.1;N-ethylmaleimide-sensitive fusion protein;3;Pf3D7_03_v3:159,353..161,704(-);NSF;PF3D7_0303000
PF3D7_0303300;PF3D7_0303300.1;DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative;3;Pf3D7_03_v3:175,022..175,799(-);RPB6;PF3D7_0303300
PF3D7_0303600;PF3D7_0303600.1;plasmoredoxin;3;Pf3D7_03_v3:190,180..190,719(+);Plrx;PF3D7_0303600
PF3D7_0304000;PF3D7_0304000.1;inner membrane complex protein 1a, putative;3;Pf3D7_03_v3:198,542..201,584(-);IMC1a;PF3D7_0304000
PF3D7_0304100;PF3D7_0304100.1;inner membrane complex protein 1e, putative;3;Pf3D7_03_v3:204,542..206,119(+);IMC1e;PF3D7_0304100
PF3D7_0305600;PF3D7_0305600.1;DNA-(apurinic or apyrimidinic site) lyase, putative;3;Pf3D7_03_v3:275,864..277,717(-);null;PF3D7_0305600
PF3D7_0305700;PF3D7_0305700.1;ubiquitin-conjugating enzyme E2, putative;3;Pf3D7_03_v3:278,956..279,828(-);null;PF3D7_0305700
PF3D7_0306300;PF3D7_0306300.1;glutaredoxin 1;3;Pf3D7_03_v3:295,107..296,094(-);GRX1;PF3D7_0306300
PF3D7_0306400;PF3D7_0306400.1;FAD-dependent glycerol-3-phosphate dehydrogenase, putative;3;Pf3D7_03_v3:298,517..300,478(+);null;PF3D7_0306400
PF3D7_0308600;PF3D7_0308600.1;pre-mRNA-processing factor 19, putative;3;Pf3D7_03_v3:372,632..374,230(+);PRPF19;PF3D7_0308600
PF3D7_0309500;PF3D7_0309500.1;asparagine synthetase [glutamine-hydrolyzing], putative;3;Pf3D7_03_v3:402,933..405,440(+);AS;PF3D7_0309500
PF3D7_0310300;PF3D7_0310300.1;phosphoglycerate mutase, putative;3;Pf3D7_03_v3:442,720..446,457(+);null;PF3D7_0310300
PF3D7_0310600;PF3D7_0310600.1;eukaryotic translation initiation factor 3 subunit K, putative, unspecified product;3;Pf3D7_03_v3:461,175..462,027(-);EIF3K;PF3D7_0310600
PF3D7_0311200;PF3D7_0311200.1;valine--tRNA ligase, putative;3;Pf3D7_03_v3:474,788..479,086(+);null;PF3D7_0311200
PF3D7_0311600;PF3D7_0311600.1;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST1, putative;3;Pf3D7_03_v3:499,602..502,353(+);OST1;PF3D7_0311600
PF3D7_0312300;PF3D7_0312300.1;26S proteasome regulatory subunit RPN12, putative;3;Pf3D7_03_v3:521,969..522,883(+);RPN12;PF3D7_0312300
PF3D7_0315200;PF3D7_0315200.1;circumsporozoite- and TRAP-related protein;3;Pf3D7_03_v3:616,472..622,816(+);CTRP;PF3D7_0315200
PF3D7_0315500;PF3D7_0315500.1;mitochondrial ribosomal protein L29/L47 precursor, putative;3;Pf3D7_03_v3:632,846..633,544(-);null;PF3D7_0315500
PF3D7_0316100;PF3D7_0316100.1;mitochondrial ribosomal protein L27 precursor, putative;3;Pf3D7_03_v3:648,635..649,531(+);null;PF3D7_0316100
PF3D7_0316300;PF3D7_0316300.1;inorganic pyrophosphatase, inorganic pyrophosphatase, putative;3;Pf3D7_03_v3:658,272..661,643(+);PPase;PF3D7_0316300
PF3D7_0317000;PF3D7_0317000.1;proteasome subunit alpha type-3, putative;3;Pf3D7_03_v3:682,795..683,685(-);null;PF3D7_0317000
PF3D7_0318200;PF3D7_0318200.1;DNA-directed RNA polymerase II subunit RPB1;3;Pf3D7_03_v3:748,465..755,838(+);RPB1;PF3D7_0318200
PF3D7_0318600;PF3D7_0318600.1;cleavage and polyadenylation specificity factor, putative;3;Pf3D7_03_v3:783,112..786,165(-);null;PF3D7_0318600
PF3D7_0318800;PF3D7_0318800.1;triosephosphate isomerase, putative;3;Pf3D7_03_v3:789,858..791,308(+);null;PF3D7_0318800
PF3D7_0319100;PF3D7_0319100.1;E3 ubiquitin-protein ligase RBX1, putative;3;Pf3D7_03_v3:802,260..802,583(-);RBX1;PF3D7_0319100
PF3D7_0319200;PF3D7_0319200.1;CCR4 domain-containing protein 4, putative;3;Pf3D7_03_v3:803,592..806,312(-);CCR4-4;PF3D7_0319200
PF3D7_0319300;PF3D7_0319300.1;ubiquitin-conjugating enzyme E2, putative;3;Pf3D7_03_v3:807,277..807,859(+);null;PF3D7_0319300
PF3D7_0320500;PF3D7_0320500.1;nicotinamidase, putative;3;Pf3D7_03_v3:860,813..862,102(+);Nico;PF3D7_0320500
PF3D7_0321200;PF3D7_0321200.1;UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative;3;Pf3D7_03_v3:886,962..888,976(-);ALG7;PF3D7_0321200
PF3D7_0321400;PF3D7_0321400.1;protein kinase, putative;3;Pf3D7_03_v3:894,761..896,112(+);STK;PF3D7_0321400
PF3D7_0321600;PF3D7_0321600.1;ATP-dependent RNA helicase DDX42, putative;3;Pf3D7_03_v3:900,857..903,369(+);DDX42;PF3D7_0321600
PF3D7_0321900;PF3D7_0321900.1;cyclic amine resistance locus protein;3;Pf3D7_03_v3:922,974..927,942(+);CARL;PF3D7_0321900
PF3D7_0322000;PF3D7_0322000.1;peptidyl-prolyl cis-trans isomerase;3;Pf3D7_03_v3:928,644..929,159(-);CYP19A;PF3D7_0322000
PF3D7_0322300;PF3D7_0322300.1;diacylglycerol O-acyltransferase;3;Pf3D7_03_v3:938,212..940,173(-);DGAT;PF3D7_0322300
PF3D7_0401800;PF3D7_0401800.1;Plasmodium exported protein (PHISTb), unknown function;4;Pf3D7_04_v3:103,742..105,603(-);PfD80;PF3D7_0401800
PF3D7_0401900;PF3D7_0401900.1;acyl-CoA synthetase;4;Pf3D7_04_v3:108,380..111,295(-);ACS6;PF3D7_0401900
PF3D7_0403500;PF3D7_0403500.1;ubiquitin specific protease, putative;4;Pf3D7_04_v3:195,543..196,745(+);null;PF3D7_0403500
PF3D7_0403700;PF3D7_0403700.1;pre-mRNA-splicing factor CLF1, putative;4;Pf3D7_04_v3:206,228..209,394(-);1 CLF;PF3D7_0403700
PF3D7_0403800;PF3D7_0403800.1;alpha/beta hydrolase, putative;4;Pf3D7_04_v3:211,515..213,854(-);null;PF3D7_0403800
PF3D7_0403900;PF3D7_0403900.1;SET domain protein, putative;4;Pf3D7_04_v3:219,087..222,838(+);SET8;PF3D7_0403900
PF3D7_0404500;PF3D7_0404500.1;6-cysteine protein P52;4;Pf3D7_04_v3:240,911..242,347(-);P52;PF3D7_0404500
PF3D7_0405000;PF3D7_0405000.1;ATP-dependent RNA helicase DDX51, putative;4;Pf3D7_04_v3:268,960..271,134(-);DDX51;PF3D7_0405000
PF3D7_0405700;PF3D7_0405700.1;lysine decarboxylase, putative;4;Pf3D7_04_v3:305,746..312,993(-);null;PF3D7_0405700
PF3D7_0406100;PF3D7_0406100.1;V-type proton ATPase subunit B;4;Pf3D7_04_v3:323,267..325,225(-);null;PF3D7_0406100
PF3D7_0406400;PF3D7_0406400.1;cytosolic glyoxalase II;4;Pf3D7_04_v3:332,043..333,856(+);cGLO2;PF3D7_0406400
PF3D7_0407200;PF3D7_0407200.1;peptidyl-tRNA hydrolase 2, putative;4;Pf3D7_04_v3:363,599..364,933(-);PTH2;PF3D7_0407200
PF3D7_0407900;PF3D7_0407900.1;AAA family ATPase, putative;4;Pf3D7_04_v3:391,347..393,350(-);null;PF3D7_0407900
PF3D7_0408500;PF3D7_0408500.1;flap endonuclease 1;4;Pf3D7_04_v3:408,679..410,697(-);FEN1;PF3D7_0408500
PF3D7_0408700;PF3D7_0408700.1;perforin-like protein 1;4;Pf3D7_04_v3:417,372..420,824(-);PLP1;PF3D7_0408700
PF3D7_0408900;PF3D7_0408900.1;tRNA N6-adenosine threonylcarbamoyltransferase;4;Pf3D7_04_v3:424,300..427,194(+);KAE1;PF3D7_0408900
PF3D7_0409300;PF3D7_0409300.1;methyltransferase, putative;4;Pf3D7_04_v3:440,968..444,242(-);null;PF3D7_0409300
PF3D7_0409500;PF3D7_0409500.1;NAD(P)-binding protein, putative;4;Pf3D7_04_v3:449,189..450,633(-);null;PF3D7_0409500
PF3D7_0409700;PF3D7_0409700.1;peptide chain release factor 2;4;Pf3D7_04_v3:456,922..458,020(+);RF2;PF3D7_0409700
PF3D7_0410700;PF3D7_0410700.1;ribosome biogenesis GTPase A, putative;4;Pf3D7_04_v3:481,177..483,891(-);RbgA;PF3D7_0410700
PF3D7_0413500;PF3D7_0413500.1;phosphoglucomutase-2;4;Pf3D7_04_v3:615,356..616,243(+);PGM2;PF3D7_0413500
PF3D7_0413600;PF3D7_0413600.1;26S protease regulatory subunit 6B, putative;4;Pf3D7_04_v3:616,914..618,350(-);RPT3;PF3D7_0413600
PF3D7_0414500;PF3D7_0414500.1;RNA-binding protein, putative;4;Pf3D7_04_v3:655,025..657,314(-);null;PF3D7_0414500
PF3D7_0414600;PF3D7_0414600.1;acylated pleckstrin-homology domain-containing protein, putative;4;Pf3D7_04_v3:658,620..659,538(-);APH;PF3D7_0414600
PF3D7_0414700;PF3D7_0414700.1;GTP-binding protein, putative;4;Pf3D7_04_v3:660,624..662,519(+);null;PF3D7_0414700
PF3D7_0415000;PF3D7_0415000.1;arsenical pump-driving ATPase, putative;4;Pf3D7_04_v3:668,578..669,717(-);null;PF3D7_0415000
PF3D7_0415300;PF3D7_0415300.1;cdc2-related protein kinase 3;4;Pf3D7_04_v3:681,810..685,968(+);CRK3;PF3D7_0415300
PF3D7_0415600;PF3D7_0415600.1;GTP:AMP phosphotransferase;4;Pf3D7_04_v3:689,640..690,329(-);GAK;PF3D7_0415600
PF3D7_0415900;PF3D7_0415900.1;60S ribosomal protein L15, putative;4;Pf3D7_04_v3:697,918..698,768(-);null;PF3D7_0415900
PF3D7_0416100;PF3D7_0416100.1;glutamyl-tRNA(Gln) amidotransferase subunit A;4;Pf3D7_04_v3:706,529..709,009(+);GATA;PF3D7_0416100
PF3D7_0416300;PF3D7_0416300.1;DNA helicase MCM9, putative;4;Pf3D7_04_v3:711,092..715,489(-);MCM9;PF3D7_0416300
PF3D7_0417100;PF3D7_0417100.1;mRNA-binding protein PUF2;4;Pf3D7_04_v3:743,611..745,637(-);PUF2;PF3D7_0417100
PF3D7_0418700;PF3D7_0418700.1;RNA-binding protein NOB1, putative;4;Pf3D7_04_v3:841,196..842,905(+);null;PF3D7_0418700
PF3D7_0420100;PF3D7_0420100.1;serine/threonine protein kinase RIO2;4;Pf3D7_04_v3:907,056..908,801(+);RIO2;PF3D7_0420100
PF3D7_0422000;PF3D7_0422000.1;steroid dehydrogenase, putative;4;Pf3D7_04_v3:998,647..1,000,185(+);null;PF3D7_0422000
PF3D7_0422500;PF3D7_0422500.1;pre-mRNA-splicing helicase BRR2, putative;4;Pf3D7_04_v3:1,029,329..1,037,953(+);2 BRR;PF3D7_0422500
PF3D7_0422700;PF3D7_0422700.1;eukaryotic initiation factor 4A-III, putative;4;Pf3D7_04_v3:1,040,470..1,041,642(+);EIF4A3;PF3D7_0422700
PF3D7_0503100;PF3D7_0503100.1;4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, putative;5;Pf3D7_05_v3:127,064..128,677(-);IspE;PF3D7_0503100
PF3D7_0503200;PF3D7_0503200.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:130,453..133,392(+);null;PF3D7_0503200
PF3D7_0504000;PF3D7_0504000.1;cation transporting P-ATPase;5;Pf3D7_05_v3:157,625..164,968(+);ATPase3;PF3D7_0504000
PF3D7_0504200;PF3D7_0504200.1;ATP-dependent RNA helicase DDX27, putative;5;Pf3D7_05_v3:167,649..169,502(+);DDX27;PF3D7_0504200
PF3D7_0504400;PF3D7_0504400.1;ATP-dependent helicase, putative;5;Pf3D7_05_v3:172,150..174,417(+);null;PF3D7_0504400
PF3D7_0504600;PF3D7_0504600.1;2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative;5;Pf3D7_05_v3:177,410..178,555(+);BCKDHB;PF3D7_0504600
PF3D7_0506900;PF3D7_0506900.1;rhomboid protease ROM4;5;Pf3D7_05_v3:288,776..291,055(-);ROM4;PF3D7_0506900
PF3D7_0507700;PF3D7_0507700.1;nuclear protein localization protein 4, putative;5;Pf3D7_05_v3:316,766..318,361(-);NPL4;PF3D7_0507700
PF3D7_0508100;PF3D7_0508100.1;SET domain protein, putative;5;Pf3D7_05_v3:331,680..336,704(+);SET9;PF3D7_0508100
PF3D7_0508200;PF3D7_0508200.1;longevity-assurance (LAG1) protein, putative;5;Pf3D7_05_v3:337,426..339,025(-);null;PF3D7_0508200
PF3D7_0508700;PF3D7_0508700.1;pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative;5;Pf3D7_05_v3:358,261..362,733(+);PRP5;PF3D7_0508700
PF3D7_0509000;PF3D7_0509000.1;alpha-soluble NSF attachment protein, putative;5;Pf3D7_05_v3:376,855..378,452(-);alphaSNAP;PF3D7_0509000
PF3D7_0509400;PF3D7_0509400.1;RNA polymerase I;5;Pf3D7_05_v3:389,914..398,997(-);RNAPI;PF3D7_0509400
PF3D7_0509600;PF3D7_0509600.1;asparagine--tRNA ligase;5;Pf3D7_05_v3:403,342..405,642(+);AsnRS;PF3D7_0509600
PF3D7_0509800;PF3D7_0509800.1;phosphatidylinositol 4-kinase;5;Pf3D7_05_v3:410,268..415,308(+);PI4K;PF3D7_0509800
PF3D7_0510200;PF3D7_0510200.1;peptidyl-prolyl cis-trans isomerase;5;Pf3D7_05_v3:437,495..439,738(+);87 CYP;PF3D7_0510200
PF3D7_0510500;PF3D7_0510500.1;topoisomerase I;5;Pf3D7_05_v3:445,983..448,502(-);TopoI;PF3D7_0510500
PF3D7_0512200;PF3D7_0512200.1;glutathione synthetase;5;Pf3D7_05_v3:529,934..531,901(-);GS;PF3D7_0512200
PF3D7_0512700;PF3D7_0512700.1;orotate phosphoribosyltransferase;5;Pf3D7_05_v3:546,734..547,579(-);OPRT;PF3D7_0512700
PF3D7_0513300;PF3D7_0513300.1;purine nucleoside phosphorylase;5;Pf3D7_05_v3:569,182..569,919(-);PNP;PF3D7_0513300
PF3D7_0513600;PF3D7_0513600.1;deoxyribodipyrimidine photo-lyase, putative;5;Pf3D7_05_v3:574,941..578,505(-);null;PF3D7_0513600
PF3D7_0513800;PF3D7_0513800.1;ras-related protein Rab-1A;5;Pf3D7_05_v3:585,357..585,980(-);RAB1a;PF3D7_0513800
PF3D7_0514000;PF3D7_0514000.1;tubulin--tyrosine ligase, putative;5;Pf3D7_05_v3:588,921..590,769(-);TTL;PF3D7_0514000
PF3D7_0514100;PF3D7_0514100.1;ATP-dependent DNA helicase UvrD;5;Pf3D7_05_v3:591,338..595,663(-);UvrD;PF3D7_0514100
PF3D7_0514600;PF3D7_0514600.1;ribose-5-phosphate isomerase, putative;5;Pf3D7_05_v3:607,105..608,451(-);null;PF3D7_0514600
PF3D7_0514800;PF3D7_0514800.1;inositol polyphosphate multikinase, putative;5;Pf3D7_05_v3:615,282..617,993(-);null;PF3D7_0514800
PF3D7_0515100;PF3D7_0515100.1;rhomboid protease ROM9;5;Pf3D7_05_v3:624,719..626,481(-);ROM9;PF3D7_0515100
PF3D7_0516200;PF3D7_0516200.1;40S ribosomal protein S11;5;Pf3D7_05_v3:675,809..676,614(-);RPS11;PF3D7_0516200
PF3D7_0516300;PF3D7_0516300.1;tRNA pseudouridine synthase, putative;5;Pf3D7_05_v3:678,910..680,955(+);null;PF3D7_0516300
PF3D7_0516500;PF3D7_0516500.1;major facilitator superfamily domain-containing protein, putative;5;Pf3D7_05_v3:683,708..685,859(+);MFS1;PF3D7_0516500
PF3D7_0516700;PF3D7_0516700.1;ubiquitin carboxyl-terminal hydrolase 2, putative;5;Pf3D7_05_v3:694,492..698,778(+);null;PF3D7_0516700
PF3D7_0516800;PF3D7_0516800.1;AP2 domain transcription factor AP2-O2, putative;5;Pf3D7_05_v3:700,120..707,256(-);ApiAP2;PF3D7_0516800
PF3D7_0517500;PF3D7_0517500.1;UTP--glucose-1-phosphate uridylyltransferase, putative;5;Pf3D7_05_v3:735,887..738,400(-);null;PF3D7_0517500
PF3D7_0518100;PF3D7_0518100.1;protein AMR2;5;Pf3D7_05_v3:753,298..757,544(+);AMR2;PF3D7_0518100
PF3D7_0518300;PF3D7_0518300.1;proteasome subunit beta type-1, putative;5;Pf3D7_05_v3:759,831..760,998(-);null;PF3D7_0518300
PF3D7_0518500;PF3D7_0518500.1;ATP-dependent RNA helicase DDX23, putative;5;Pf3D7_05_v3:763,532..766,903(-);DDX23;PF3D7_0518500
PF3D7_0519200;PF3D7_0519200.1;V-type proton ATPase 16 kDa proteolipid subunit;5;Pf3D7_05_v3:791,719..792,936(-);null;PF3D7_0519200
PF3D7_0519500;PF3D7_0519500.1;CCR4 domain-containing protein 1, putative;5;Pf3D7_05_v3:801,450..809,127(-);CCR4-1;PF3D7_0519500
PF3D7_0520300;PF3D7_0520300.1;U6 snRNA-associated Sm-like protein LSm2, putative;5;Pf3D7_05_v3:838,428..839,083(+);2 LSM;PF3D7_0520300
PF3D7_0520900;PF3D7_0520900.1;adenosylhomocysteinase;5;Pf3D7_05_v3:857,038..858,477(+);SAHH;PF3D7_0520900
PF3D7_0523000;PF3D7_0523000.1;multidrug resistance protein 1;5;Pf3D7_05_v3:957,890..962,149(+);MDR1;PF3D7_0523000
PF3D7_0524900;PF3D7_0524900.1;S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, putative;5;Pf3D7_05_v3:1,027,396..1,030,362(+);TYW1;PF3D7_0524900
PF3D7_0525900;PF3D7_0525900.1;NIMA related kinase 2;5;Pf3D7_05_v3:1,073,646..1,075,644(+);NEK2;PF3D7_0525900
PF3D7_0526200;PF3D7_0526200.1;ADP-ribosylation factor GTPase-activating protein, putative;5;Pf3D7_05_v3:1,081,558..1,083,816(-);ARF-GAP;PF3D7_0526200
PF3D7_0527000;PF3D7_0527000.1;DNA replication licensing factor MCM3, putative;5;Pf3D7_05_v3:1,125,099..1,128,146(-);MCM3;PF3D7_0527000
PF3D7_0527100;PF3D7_0527100.1;ubiquitin-conjugating enzyme E2 N, putative;5;Pf3D7_05_v3:1,129,959..1,130,754(-);UBC13;PF3D7_0527100
PF3D7_0527200;PF3D7_0527200.1;ubiquitin carboxyl-terminal hydrolase 14;5;Pf3D7_05_v3:1,132,937..1,134,854(-);USP14;PF3D7_0527200
PF3D7_0527300;PF3D7_0527300.1;methionine aminopeptidase 1a, putative;5;Pf3D7_05_v3:1,135,976..1,137,870(-);METAP1a;PF3D7_0527300
PF3D7_0527900;PF3D7_0527900.1;ATP-dependent RNA helicase DDX41, putative;5;Pf3D7_05_v3:1,153,676..1,155,673(+);DDX41;PF3D7_0527900
PF3D7_0528400;PF3D7_0528400.1;palmitoyltransferase DHHC7;5;Pf3D7_05_v3:1,171,659..1,173,890(+);DHHC7;PF3D7_0528400
PF3D7_0602100;PF3D7_0602100.1;ATP-dependent RNA helicase, putative;6;Pf3D7_06_v3:92,506..96,668(+);null;PF3D7_0602100
PF3D7_0602500;PF3D7_0602500.1;geranylgeranyl transferase type-2 subunit beta, putative;6;Pf3D7_06_v3:105,503..106,642(+);null;PF3D7_0602500
PF3D7_0602800;PF3D7_0602800.1;JmjC domain-containing protein, putative;6;Pf3D7_06_v3:116,084..118,024(+);JmjC2;PF3D7_0602800
PF3D7_0603300;PF3D7_0603300.1;dihydroorotate dehydrogenase;6;Pf3D7_06_v3:130,329..132,038(-);DHODH;PF3D7_0603300
PF3D7_0603400;PF3D7_0603400.1;trophozoite exported protein 1;6;Pf3D7_06_v3:133,150..136,461(-);TEX1;PF3D7_0603400
PF3D7_0604700;PF3D7_0604700.1;glyoxalase I-like protein GILP;6;Pf3D7_06_v3:204,640..206,207(-);GILP;PF3D7_0604700
PF3D7_0605800;PF3D7_0605800.1;DNA repair protein RAD50, putative;6;Pf3D7_06_v3:237,811..244,521(-);RAD50;PF3D7_0605800
PF3D7_0605900;PF3D7_0605900.1;long chain polyunsaturated fatty acid elongation enzyme, putative;6;Pf3D7_06_v3:247,640..249,166(+);null;PF3D7_0605900
PF3D7_0606900;PF3D7_0606900.1;glutaredoxin-like protein;6;Pf3D7_06_v3:290,426..291,085(-);GLP2;PF3D7_0606900
PF3D7_0607300;PF3D7_0607300.1;uroporphyrinogen III decarboxylase;6;Pf3D7_06_v3:304,638..306,042(+);UROD;PF3D7_0607300
PF3D7_0607500;PF3D7_0607500.1;4-hydroxybenzoate polyprenyltransferase, putative;6;Pf3D7_06_v3:311,550..313,115(+);COQ2;PF3D7_0607500
PF3D7_0608000;PF3D7_0608000.1;diphthine methyltransferase, putative;6;Pf3D7_06_v3:335,107..337,368(-);DPH7;PF3D7_0608000
PF3D7_0608500;PF3D7_0608500.1;proteasome subunit alpha type-2, putative;6;Pf3D7_06_v3:351,780..352,775(-);null;PF3D7_0608500
PF3D7_0608800;PF3D7_0608800.1;ornithine aminotransferase;6;Pf3D7_06_v3:362,635..363,879(+);OAT;PF3D7_0608800
PF3D7_0609200;PF3D7_0609200.1;citrate synthase-like protein, putative;6;Pf3D7_06_v3:392,991..394,611(+);null;PF3D7_0609200
PF3D7_0609800;PF3D7_0609800.1;palmitoyltransferase DHHC2, putative;6;Pf3D7_06_v3:421,157..422,622(-);DHHC2;PF3D7_0609800
