Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples)
PF3D7_0215200;PF3D7_0215200.1;conserved Plasmodium protein, unknown function;0;15.6
PF3D7_0215300;PF3D7_0215300.1;acyl-CoA synthetase;19.6;76.3
PF3D7_0215400;PF3D7_0215400.1;conserved Plasmodium protein, unknown function;65.7;88.9
PF3D7_0215500;PF3D7_0215500.1;conserved Plasmodium protein, unknown function;43.8;74.8
PF3D7_0215600;PF3D7_0215600.1;conserved Plasmodium protein, unknown function;60.2;81.1
PF3D7_0215700;PF3D7_0215700.1;DNA-directed RNA polymerase II subunit RPB2, putative;58.3;82.7
PF3D7_0215800;PF3D7_0215800.1;origin recognition complex subunit 5;30.4;61.2
PF3D7_0215900;PF3D7_0215900.1;palmitoyltransferase DHHC11, putative;13.6;66.8
PF3D7_0216000;PF3D7_0216000.1;DEAD/DEAH box helicase, putative;12.1;31.4
PF3D7_0216100;PF3D7_0216100.1;conserved Plasmodium protein, unknown function;25.8;53.9
PF3D7_0216200;PF3D7_0216200.1;conserved Plasmodium protein, unknown function;54.4;79.6
PF3D7_0216300;PF3D7_0216300.1;conserved Plasmodium protein, unknown function;19.1;53
PF3D7_0216400;PF3D7_0216400.1;vacuolar protein sorting-associated protein 45;37.4;66.6
PF3D7_0216500;PF3D7_0216500.1;conserved Plasmodium protein, unknown function;13.7;31.3
PF3D7_0216600;PF3D7_0216600.1;MtN3-like protein;77.2;92.6
PF3D7_0216700;PF3D7_0216700.1;autophagy-related protein 11, putative;12.1;44
PF3D7_0216700;PF3D7_0216700.2;autophagy-related protein 11, putative;12.1;44
PF3D7_0216800;PF3D7_0216800.1;TMEM121 domain-containing protein, putative;8.2;77.9
PF3D7_0216900;PF3D7_0216900.1;conserved Plasmodium protein, unknown function;10.5;30.5
PF3D7_0217000;PF3D7_0217000.1;conserved Plasmodium membrane protein, unknown function;11.3;34.7
PF3D7_0217100;PF3D7_0217100.1;ATP synthase subunit alpha, mitochondrial;50.8;83.6
PF3D7_0217200;PF3D7_0217200.1;conserved Plasmodium protein, unknown function;16.3;35.3
PF3D7_0217300;PF3D7_0217300.1;AP-2 complex subunit sigma, putative;53.5;83.8
PF3D7_0217400;PF3D7_0217400.1;conserved protein, unknown function;54;96
PF3D7_0217500;PF3D7_0217500.1;calcium-dependent protein kinase 1;41.1;97.1
PF3D7_0217600;PF3D7_0217600.1;conserved Plasmodium protein, unknown function;40;70.1
PF3D7_0217700;PF3D7_0217700.1;E2F-associated phosphoprotein, putative;28.6;75.5
PF3D7_0217800;PF3D7_0217800.1;40S ribosomal protein S26;95.1;99.8
PF3D7_0217900;PF3D7_0217900.1;conserved Plasmodium protein, unknown function;53;92.5
PF3D7_0218000;PF3D7_0218000.1;replication factor C subunit 2, putative;26;87.4
PF3D7_0218100;PF3D7_0218100.1;conserved protein, unknown function;8.6;85.2
PF3D7_0218200;PF3D7_0218200.1;SUZ domain-containing protein, putative;28.6;52.6
PF3D7_0218300;PF3D7_0218300.1;rRNA methyltransferase, putative;33.7;83.7
PF3D7_0218400;PF3D7_0218400.1;ATP-dependent RNA helicase DDX47, putative;45.7;79.2
PF3D7_0218500;PF3D7_0218500.1;small nuclear ribonucleoprotein Sm D2, putative;53.2;85.9
PF3D7_0218600;PF3D7_0218600.1;patatin-like phospholipase, putative;25.4;61.4
PF3D7_0218700;PF3D7_0218700.1;pre-mRNA-processing protein 45, putative;40.4;88.7
PF3D7_0218800;PF3D7_0218800.1;ribonuclease P;64.1;84.4
PF3D7_0218900;PF3D7_0218900.1;Plasmodium RNA of unknown function RUF2;49.9;93.5
PF3D7_0219000;PF3D7_0219000.1;small nucleolar RNA snoR01;35.3;93.3
PF3D7_0219100;PF3D7_0219100.1;saccharopine dehydrogenase, putative;13.9;47.5
PF3D7_0219200;PF3D7_0219200.1;40S ribosomal protein S30;96.3;99.4
PF3D7_0219300;PF3D7_0219300.1;conserved Plasmodium protein, unknown function;58.7;70.2
PF3D7_0219400;PF3D7_0219400.1;ribosome associated membrane protein RAMP4, putative, unspecified product;81.7;97.6
PF3D7_0219400;PF3D7_0219400.2;ribosome associated membrane protein RAMP4, putative, unspecified product;81.7;97.6
PF3D7_0219500;PF3D7_0219500.1;pseudouridine synthase, putative;41.9;85.3
PF3D7_0219600;PF3D7_0219600.1;replication factor C subunit 1, putative;38.8;75.5
PF3D7_0219700;PF3D7_0219700.1;Plasmodium exported protein (PHISTc), unknown function;52.3;96
PF3D7_0219800;PF3D7_0219800.1;Plasmodium exported protein (PHISTc), unknown function;47.2;86.5
PF3D7_0219900;PF3D7_0219900.1;Plasmodium exported protein, unknown function;54;79.2
PF3D7_0220000;PF3D7_0220000.1;liver stage antigen 3;55.9;96.1
PF3D7_0220100;PF3D7_0220100.1;DnaJ protein, putative;31.8;93.9
PF3D7_0220200;PF3D7_0220200.1;Plasmodium exported protein, unknown function;97.1;98.9
PF3D7_0220300;PF3D7_0220300.1;Plasmodium exported protein, unknown function;34.5;90.4
PF3D7_0220400;PF3D7_0220400.1;DnaJ protein, putative, pseudogene;3.4;35.6
PF3D7_0220500;PF3D7_0220500.1;Plasmodium exported protein (hyp2), unknown function;0;83.7
PF3D7_0220600;PF3D7_0220600.1;Plasmodium exported protein (hyp9), unknown function;61.3;90.9
PF3D7_0220700;PF3D7_0220700.1;Plasmodium exported protein (hyp9), unknown function;61.7;94.7
PF3D7_0220800;PF3D7_0220800.1;cytoadherence linked asexual protein 2;30.6;93.4
PF3D7_0220900;PF3D7_0220900.1;Plasmodium exported protein, unknown function, pseudogene;0;17
PF3D7_0221000;PF3D7_0221000.1;Plasmodium exported protein, unknown function;0;13.4
PF3D7_0221100;PF3D7_0221100.1;Plasmodium exported protein, unknown function, pseudogene;0;14.5
PF3D7_0221200;PF3D7_0221200.1;Plasmodium exported protein (hyp15), unknown function;14.2;81.5
PF3D7_0221300;PF3D7_0221300.1;Plasmodium exported protein, unknown function, pseudogene;0;8.4
PF3D7_0221400;PF3D7_0221400.1;stevor;0;15.3
PF3D7_0221500;PF3D7_0221500.1;Pfmc-2TM Maurer's cleft two transmembrane protein, pseudogene;0;33.4
PF3D7_0221600;PF3D7_0221600.1;Plasmodium exported protein, unknown function, pseudogene;0;17.3
PF3D7_0221650;PF3D7_0221650.1;Plasmodium exported protein, unknown function, pseudogene;0;16.3
PF3D7_0221700;PF3D7_0221700.1;Plasmodium exported protein, unknown function;17.1;87
PF3D7_0221800;PF3D7_0221800.1;hypothetical protein;0;51.1
PF3D7_0221900;PF3D7_0221900.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;0;29.1
PF3D7_0222000;PF3D7_0222000.1;exported protein family 1;0;4.7
PF3D7_0222100;PF3D7_0222100.1;Pfmc-2TM Maurer's cleft two transmembrane protein;0;64.3
PF3D7_0222200;PF3D7_0222200.1;exported protein family 3;0;0
PF3D7_0222300;PF3D7_0222300.1;exported protein family 4, pseudogene;0;8.9
PF3D7_0222400;PF3D7_0222400.1;rifin, pseudogene;0;12.1
PF3D7_0222500;PF3D7_0222500.1;rifin;0;8.6
PF3D7_0222600;PF3D7_0222600.1;rifin;0;19.9
PF3D7_0222700;PF3D7_0222700.1;rifin;0;12.1
PF3D7_0222800;PF3D7_0222800.1;stevor;0;10
PF3D7_0222900;PF3D7_0222900.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;0;8.2
PF3D7_0223100;PF3D7_0223100.1;rifin;5.7;57.4
PF3D7_0223200;PF3D7_0223200.1;rifin;0;13.7
PF3D7_0223300;PF3D7_0223300.1;erythrocyte membrane protein 1 (PfEMP1), exon 2;0;8
PF3D7_0223400;PF3D7_0223400.1;rifin;4.7;56.7
PF3D7_0223500;PF3D7_0223500.1;erythrocyte membrane protein 1, PfEMP1;12.8;42.6
PF3D7_0300100;PF3D7_0300100.1;erythrocyte membrane protein 1, PfEMP1;27.3;58.5
PF3D7_0300200;PF3D7_0300200.1;rifin;0;40.2
PF3D7_0300300;PF3D7_0300300.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;0;8.1
PF3D7_0300400;PF3D7_0300400.1;stevor;0;13.6
PF3D7_0300500;PF3D7_0300500.1;rifin;0;8.5
PF3D7_0300600;PF3D7_0300600.1;Plasmodium exported protein, unknown function, fragment;0;14.8
PF3D7_0300700;PF3D7_0300700.1;rifin;0;19.9
PF3D7_0300800;PF3D7_0300800.1;rifin;0;20
PF3D7_0300900;PF3D7_0300900.1;stevor-like;9.5;50.2
PF3D7_0301000;PF3D7_0301000.1;acyl-CoA synthetase;5.4;11.6
PF3D7_0301100;PF3D7_0301100.1;Plasmodium exported protein (hyp13), unknown function;0;20.4
PF3D7_0301200;PF3D7_0301200.1;serine/threonine protein kinase, FIKK family;16.8;77.6
PF3D7_0301300;PF3D7_0301300.1;epoxide hydrolase 1;42.2;86.4
PF3D7_0301400;PF3D7_0301400.1;Plasmodium exported protein, unknown function;44.8;76.2
PF3D7_0301500;PF3D7_0301500.1;Plasmodium exported protein, unknown function;44.2;72.2
PF3D7_0301600;PF3D7_0301600.1;Plasmodium exported protein (hyp1), unknown function;44.2;95.2
PF3D7_0301700;PF3D7_0301700.1;Plasmodium exported protein, unknown function;91.6;97.9
PF3D7_0301800;PF3D7_0301800.1;Plasmodium exported protein, unknown function;30.1;97
PF3D7_0301900;PF3D7_0301900.1;conserved protein, unknown function;11.8;64
PF3D7_0302000;PF3D7_0302000.1;pre-mRNA-splicing factor PRP46, putative;44.8;90.6
PF3D7_0302100;PF3D7_0302100.1;serine/threonine protein kinase;40.8;88.4
PF3D7_0302200;PF3D7_0302200.1;cytoadherence linked asexual protein 3.2;12;84.6
PF3D7_0302300;PF3D7_0302300.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;20.8;90.2
PF3D7_0302400;PF3D7_0302400.1;unspecified product;11.2;67.9
PF3D7_0302500;PF3D7_0302500.1;cytoadherence linked asexual protein 3.1;76.4;99.3
PF3D7_0302600;PF3D7_0302600.1;ABC transporter B family member 4, putative;30.8;66.8
PF3D7_0302700;PF3D7_0302700.1;CDGSH iron-sulfur domain-containing protein, putative;22.1;79.5
PF3D7_0302800;PF3D7_0302800.1;RNA-binding protein, putative;38.8;82.6
PF3D7_0302900;PF3D7_0302900.1;exportin-1, putative;81.5;91.3
PF3D7_0303000;PF3D7_0303000.1;N-ethylmaleimide-sensitive fusion protein;39.7;54.4
PF3D7_0303100;PF3D7_0303100.1;CLP1 P-loop domain-containing protein, putative;30.7;60.5
PF3D7_0303200;PF3D7_0303200.1;HAD superfamily protein, putative;53.4;89.1
PF3D7_0303300;PF3D7_0303300.1;DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative;70.4;90.8
PF3D7_0303400;PF3D7_0303400.1;palmitoyltransferase DHHC1;26.1;86.3
PF3D7_0303500;PF3D7_0303500.1;spindle pole body protein, putative;35.5;56.2
PF3D7_0303600;PF3D7_0303600.1;plasmoredoxin;6.1;67
PF3D7_0303700;PF3D7_0303700.1;lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex;35.7;57.1
PF3D7_0303800;PF3D7_0303800.1;IBR domain protein, putative;48.1;67.2
PF3D7_0303900;PF3D7_0303900.1;phosphatidylethanolamine-binding protein, putative;0;37.7
PF3D7_0304000;PF3D7_0304000.1;inner membrane complex protein 1a, putative;5.9;15.8
PF3D7_0304100;PF3D7_0304100.1;inner membrane complex protein 1e, putative;27.7;84.5
PF3D7_0304200;PF3D7_0304200.1;EH domain-containing protein;62.3;84.7
PF3D7_0304300;PF3D7_0304300.1;conserved Plasmodium protein, unknown function;20;28.1
PF3D7_0304400;PF3D7_0304400.1;60S ribosomal protein L44;92.3;98.2
PF3D7_0304500;PF3D7_0304500.1;1-cys-glutaredoxin-like protein-1;23.8;78.2
PF3D7_0304600;PF3D7_0304600.1;circumsporozoite (CS) protein;19.7;72.6
PF3D7_0304700;PF3D7_0304700.1;conserved Plasmodium protein, unknown function;0;29.4
PF3D7_0304800;PF3D7_0304800.1;conserved Plasmodium membrane protein, unknown function;9.8;41.3
PF3D7_0304900;PF3D7_0304900.1;conserved protein, unknown function;45.1;82.8
PF3D7_0305000;PF3D7_0305000.1;elongation factor Ts;56.6;86.2
PF3D7_0305100;PF3D7_0305100.1;conserved Plasmodium protein, unknown function;23.1;38
PF3D7_0305200;PF3D7_0305200.1;conserved Plasmodium protein, unknown function;53.3;87.4
PF3D7_0305300;PF3D7_0305300.1;conserved Plasmodium membrane protein, unknown function;83.1;98
PF3D7_0305400;PF3D7_0305400.1;conserved protein, unknown function;48.3;77.3
PF3D7_0305500;PF3D7_0305500.1;conserved Plasmodium protein, unknown function;50.6;78.8
PF3D7_0305600;PF3D7_0305600.1;DNA-(apurinic or apyrimidinic site) lyase, putative;55.9;80.8
PF3D7_0305700;PF3D7_0305700.1;ubiquitin-conjugating enzyme E2, putative;88.3;96.4
PF3D7_0305800;PF3D7_0305800.1;P-loop containing nucleoside triphosphate hydrolase, putative;9.4;14.1
PF3D7_0305900;PF3D7_0305900.1;conserved Plasmodium protein, unknown function;0;64.3
PF3D7_0306000;PF3D7_0306000.1;conserved protein, unknown function;0;88.1
PF3D7_0306100;PF3D7_0306100.1;conserved Plasmodium protein, unknown function;49.1;83.4
PF3D7_0306200;PF3D7_0306200.1;activator of Hsp90 ATPase;31.4;80
PF3D7_0306300;PF3D7_0306300.1;glutaredoxin 1;78.4;95.5
PF3D7_0306400;PF3D7_0306400.1;FAD-dependent glycerol-3-phosphate dehydrogenase, putative;39.7;85.1
PF3D7_0306500;PF3D7_0306500.1;cytochrome c oxidase subunit ApiCOX35, putative;41.4;77.1
PF3D7_0306600;PF3D7_0306600.1;ATP synthase-associated protein, putative;37.6;71.6
PF3D7_0306700;PF3D7_0306700.1;ER membrane protein complex subunit 5, putative;48.4;82.1
PF3D7_0306800;PF3D7_0306800.1;T-complex protein 1 subunit beta;63.6;94.5
PF3D7_0306900;PF3D7_0306900.1;40S ribosomal protein S23, putative;94.2;98.7
PF3D7_0307000;PF3D7_0307000.1;small nucleolar RNA snoR03;14.6;61.1
PF3D7_0307100;PF3D7_0307100.1;40S ribosomal protein S12, putative;92.5;98.4
PF3D7_0307200;PF3D7_0307200.1;60S ribosomal protein L7, putative;96.5;99.4
PF3D7_0307300;PF3D7_0307300.1;microtubule-associated protein RP/EB family, putative;0;21.5
PF3D7_0307400;PF3D7_0307400.1;ATP-dependent Clp protease proteolytic subunit;55.2;88.6
PF3D7_0307500;PF3D7_0307500.1;spindle and kinetochore-associated protein 2, putative;44.4;74.5
PF3D7_0307600;PF3D7_0307600.1;conserved Plasmodium protein, unknown function;38.2;53.1
PF3D7_0307700;PF3D7_0307700.1;conserved Plasmodium protein, unknown function;55.5;74.9
PF3D7_0307800;PF3D7_0307800.1;conserved Plasmodium protein, unknown function;75.5;92.4
PF3D7_0307900;PF3D7_0307900.1;conserved Plasmodium protein, unknown function;7.4;18
PF3D7_0308000;PF3D7_0308000.1;DNA polymerase delta small subunit, putative;37.9;76.1
PF3D7_0308100;PF3D7_0308100.1;zinc finger protein, putative;19.2;74.3
PF3D7_0308200;PF3D7_0308200.1;T-complex protein 1 subunit eta;73.9;94.5
PF3D7_0308300;PF3D7_0308300.1;conserved Plasmodium protein, unknown function;0;96
PF3D7_0308400;PF3D7_0308400.1;U4 spliceosomal RNA;0;84.2
PF3D7_0308500;PF3D7_0308500.1;activator of Hsp90 ATPase, putative;34.2;92
PF3D7_0308600;PF3D7_0308600.1;pre-mRNA-processing factor 19, putative;83.2;92.5
PF3D7_0308700;PF3D7_0308700.1;conserved protein, unknown function;18.5;75
PF3D7_0308800;PF3D7_0308800.1;conserved protein, unknown function;14.4;85.1
PF3D7_0308900;PF3D7_0308900.1;splicing factor 3B subunit 1, putative;47.6;83.9
PF3D7_0309000;PF3D7_0309000.1;dual specificity protein phosphatase;50.1;86.2
PF3D7_0309100;PF3D7_0309100.1;conserved Plasmodium protein, unknown function;0;44.6
PF3D7_0309200;PF3D7_0309200.1;serine/threonine protein kinase, putative;25.4;49.4
PF3D7_0309300;PF3D7_0309300.1;N2227-like protein, putative;61.7;81.3
PF3D7_0309400;PF3D7_0309400.1;small nucleolar RNA Me18S-Um1356;25.8;67.5
PF3D7_0309500;PF3D7_0309500.1;asparagine synthetase [glutamine-hydrolyzing], putative;86.1;94
PF3D7_0309600;PF3D7_0309600.1;60S acidic ribosomal protein P2;93.4;97.2
PF3D7_0309700;PF3D7_0309700.1;SECIS-binding protein 2, putative;8;43.2
PF3D7_0309800;PF3D7_0309800.1;YTH domain-containing protein, putative;63.7;80.2
PF3D7_0309900;PF3D7_0309900.1;conserved Plasmodium protein, unknown function;11.3;35.3
PF3D7_0310000;PF3D7_0310000.1;50S ribosomal protein L9, apicoplast, putative;36.9;75.4
PF3D7_0310100;PF3D7_0310100.1;calcium-dependent protein kinase 3;6.8;16.8
PF3D7_0310200;PF3D7_0310200.1;phd finger protein, putative;23;65.3
PF3D7_0310300;PF3D7_0310300.1;phosphoglycerate mutase, putative;41.8;86.1
PF3D7_0310400;PF3D7_0310400.1;parasite-infected erythrocyte surface protein;34.1;85.7
PF3D7_0310500;PF3D7_0310500.1;ATP-dependent RNA helicase DHX57, putative;36.7;65.5
PF3D7_0310600;PF3D7_0310600.1;eukaryotic translation initiation factor 3 subunit K, putative, unspecified product;81.4;92.3
PF3D7_0310600;PF3D7_0310600.2;eukaryotic translation initiation factor 3 subunit K, putative, unspecified product;81.4;92.3
PF3D7_0310700;PF3D7_0310700.1;trafficking protein particle complex subunit 4, putative;85.2;94.5
PF3D7_0310800;PF3D7_0310800.1;conserved Plasmodium protein, unknown function;81.4;93.3
PF3D7_0310900;PF3D7_0310900.1;conserved Plasmodium protein, unknown function;29.5;61.9
PF3D7_0311000;PF3D7_0311000.1;conserved Plasmodium protein, unknown function;0;20.8
PF3D7_0311100;PF3D7_0311100.1;pre-mRNA splicing factor, putative;20.9;68.6
PF3D7_0311200;PF3D7_0311200.1;valine--tRNA ligase, putative;19.8;50.4
PF3D7_0311300;PF3D7_0311300.1;phosphatidylinositol 3- and 4-kinase, putative;54.7;84.8
PF3D7_0311400;PF3D7_0311400.1;kinase-related protein PKRP, putative;8.6;15.6
PF3D7_0311500;PF3D7_0311500.1;conserved protein, unknown function;85.3;97.1
PF3D7_0311600;PF3D7_0311600.1;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST1, putative;31.1;64
PF3D7_0311700;PF3D7_0311700.1;plasmepsin VI;17.2;42.5
PF3D7_0311800;PF3D7_0311800.1;ATP synthase F0 subunit d-like protein, putative;14.6;71.2
PF3D7_0311900;PF3D7_0311900.1;heptatricopeptide repeat-containing protein, putative;16.6;46.5
PF3D7_0312000;PF3D7_0312000.1;conserved protein, unknown function;0;62
PF3D7_0312100;PF3D7_0312100.1;E3 ubiquitin-protein ligase;35.5;56.8
PF3D7_0312200;PF3D7_0312200.1;tetratricopeptide repeat protein, putative;27.6;43.2
PF3D7_0312300;PF3D7_0312300.1;26S proteasome regulatory subunit RPN12, putative;73;89.1
PF3D7_0312400;PF3D7_0312400.1;glycogen synthase kinase 3;66.4;93.9
PF3D7_0312500;PF3D7_0312500.1;major facilitator superfamily-related transporter, putative;42.4;79.1
PF3D7_0312600;PF3D7_0312600.1;tRNA Valine;0;0
PF3D7_0312700;PF3D7_0312700.1;tRNA Isoleucine;0;51.5
PF3D7_0312800;PF3D7_0312800.1;60S ribosomal protein L26, putative;93.9;98.5
PF3D7_0312900;PF3D7_0312900.1;hypothetical protein;0;29.4
PF3D7_0313000;PF3D7_0313000.1;conserved Plasmodium protein, unknown function;35.3;81.4
PF3D7_0313100;PF3D7_0313100.1;ubiquitin-protein ligase, putative;50.2;81.9
PF3D7_0313200;PF3D7_0313200.1;conserved protein, unknown function;54.7;84.5
PF3D7_0313300;PF3D7_0313300.1;YGGT family protein, putative;22.4;70.6
PF3D7_0313400;PF3D7_0313400.1;conserved Plasmodium protein, unknown function;18.8;59.5
PF3D7_0313500;PF3D7_0313500.1;Ras-like G protein;17.5;64
PF3D7_0313600;PF3D7_0313600.1;conserved Plasmodium protein, unknown function;15.8;41.5
PF3D7_0313700;PF3D7_0313700.1;conserved Plasmodium protein, unknown function, unspecified product;18.3;70.5
PF3D7_0313700;PF3D7_0313700.2;conserved Plasmodium protein, unknown function, unspecified product;18.3;70.5
PF3D7_0313800;PF3D7_0313800.1;conserved Plasmodium protein, unknown function;26;59.4
PF3D7_0313900;PF3D7_0313900.1;conserved Plasmodium protein, unknown function;11.3;22.5
PF3D7_0314000;PF3D7_0314000.1;HSP20-like chaperone, putative;39;90
PF3D7_0314100;PF3D7_0314100.1;vesicle transport v-SNARE protein, putative;51.7;95.9
PF3D7_0314100;PF3D7_0314100.2;vesicle transport v-SNARE protein, putative;51.7;95.9
PF3D7_0314200;PF3D7_0314200.1;conserved Plasmodium protein, unknown function;32.4;58.5
PF3D7_0314300;PF3D7_0314300.1;DER1-like protein;37.8;86
PF3D7_0314400;PF3D7_0314400.1;serine/threonine protein phosphatase 6, putative;55.7;91.5
PF3D7_0314500;PF3D7_0314500.1;conserved Plasmodium protein, unknown function;38.2;80.8
PF3D7_0314600;PF3D7_0314600.1;conserved protein, unknown function;40.7;72.5
PF3D7_0314700;PF3D7_0314700.1;RING finger protein RNF1;21.9;73.3
PF3D7_0314800;PF3D7_0314800.1;conserved Plasmodium protein, unknown function;8.8;48.2
PF3D7_0314900;PF3D7_0314900.1;conserved Plasmodium membrane protein, unknown function;21.1;71.1
PF3D7_0315000;PF3D7_0315000.1;zinc finger protein, putative;18.1;54.6
PF3D7_0315100;PF3D7_0315100.1;eukaryotic translation initiation factor 4E;70.3;88
PF3D7_0315200;PF3D7_0315200.1;circumsporozoite- and TRAP-related protein;23.3;39.1
PF3D7_0315300;PF3D7_0315300.1;conserved Plasmodium protein, unknown function;10.8;21.3
PF3D7_0315400;PF3D7_0315400.1;conserved Plasmodium protein, unknown function;60.9;81.6
PF3D7_0315500;PF3D7_0315500.1;mitochondrial ribosomal protein L29/L47 precursor, putative;24.9;62.9
PF3D7_0315600;PF3D7_0315600.1;zinc finger protein, putative;23.6;41.3
PF3D7_0315700;PF3D7_0315700.1;conserved Plasmodium membrane protein, unknown function;0;21.2
PF3D7_0315800;PF3D7_0315800.1;zinc finger protein, putative;19.3;87.9
PF3D7_0315900;PF3D7_0315900.1;conserved Plasmodium protein, unknown function;14.1;45.2
PF3D7_0316000;PF3D7_0316000.1;microneme associated antigen;28;81.8
PF3D7_0316100;PF3D7_0316100.1;mitochondrial ribosomal protein L27 precursor, putative;39.7;68.2
PF3D7_0316200;PF3D7_0316200.1;conserved Plasmodium protein, unknown function;20.1;54.2
PF3D7_0316300;PF3D7_0316300.1;inorganic pyrophosphatase, inorganic pyrophosphatase, putative;68.3;96.5
PF3D7_0316300;PF3D7_0316300.2;inorganic pyrophosphatase, inorganic pyrophosphatase, putative;68.3;96.5
PF3D7_0316400;PF3D7_0316400.1;conserved protein, unknown function;29.1;50.8
PF3D7_0316500;PF3D7_0316500.1;kinetochore protein NUF2, putative;50.2;76.5
PF3D7_0316600;PF3D7_0316600.1;formate-nitrite transporter;77.6;97.2
PF3D7_0316700;PF3D7_0316700.1;protein YOP1, putative;71.3;94
PF3D7_0316800;PF3D7_0316800.1;40S ribosomal protein S15A, putative;79.8;97.1
PF3D7_0316900;PF3D7_0316900.1;E3 ubiquitin-protein ligase, putative;78.7;90.6
PF3D7_0317000;PF3D7_0317000.1;proteasome subunit alpha type-3, putative;89.8;97.3
